Person,Responsibility,imdbID
Paul Ohl,screenplay,tt0114622
Jen Klein,teleplay,tt3159050
Diana Lopez,book,tt3159050
Bill Schwartz,story adaptation,tt0218590
Michael Mahal,story by,tt7612032
Sonny Mahal,story by,tt7612032
Minoru Inuzuka,script,tt1620567
Charles Reade,book,tt0003021
Charles M. Seay,scenario,tt0003021
Stephen Allen,screenplay,tt2175811
Trevin Parchman,story,tt2175811
Bunny Luv,screenplay,tt1031608
Michael Peterson,story,tt1473807
Fatih Akin,screenplay,tt1244668
Adam Bousdoukos,screenplay,tt1244668
Silvia Rannamaa,novel,tt0123904
Marina Sheptunova,screenplay,tt0123904
Lois Duncan,characters,tt0130018
Benedict James,original idea,tt0184561
Enid Lorimer,script,tt0184561
Dane Lussier,screenplay,tt0045982
Richard Alan Simmons,screenplay,tt0045982
Leonard Neubauer,story,tt0045982
Lou Schor,story,tt0045982
Dylan Moore,story,tt2260256
Michael M.B. Galvin,screenplay by,tt1995304
Peter Speakman,screenplay by,tt1995304
K.L. Going,based upon the novel by,tt1995304
Frank Rossi,story,tt0279469
Peter Knapp,original idea,tt1410248
Marie Sellier,dialogue,tt1410248
Ken'ichi Kiriki,manga,tt3265408
Macoto Tezuka,screenplay,tt3265408
Motoyuki Kobayashi,screenplay,tt3265408
Kôtarô Terauchi,screenplay,tt3265408
Derek Cox,additional material,tt2154629
Drew Duhig,concept,tt2154629
Aren Zolninger,concept,tt2154629
Tatsuhiko Takimoto,novel,tt1024856
Hirotoshi Kobayashi,screenplay,tt1024856
Mark Rast,collaborating writer,tt2071528
Tom Bret,titles,tt0010213
Mrs. Sidney Drew,scenario,tt0010213
Sidney Drew,scenario,tt0010213
Florence Ryerson,story,tt0010213
Ben Heath,story,tt3957726
Richard Evans,script,tt1330021
Io Sakisaka,manga,tt3872958
Sayaka Kuwamura,screenplay,tt3872958
Henry Geddes,idea,tt0290739
Olivia Sabah,developed for television by,tt2573402
Paul W.S. Anderson,story by,tt1988591
Tony Giglio,story by,tt1988591
Tony Giglio,screenplay by,tt1988591
Paul W.S. Anderson,"characters from ""Death Race""",tt1988591
Robert Thom,"characters from ""Death Race 2000""",tt1988591
Charles B. Griffith,"characters from ""Death Race 2000""",tt1988591
Cyrus Ahanchian,creator,tt2732000
Slony Sow,screenwriter,tt1395056
Vikram Bhatt,story and screenplay,tt5639388
Girish Dhamija,dialogue,tt5639388
Cherie Bennett,book,tt0426203
Karen Leigh Hopkins,teleplay,tt0426203
Alan Marc Levy,teleplay,tt0426203
Kate Crash,original concept,tt1688643
Hernán Belón,original idea,tt1508267
Valeria Radivo,original idea,tt1508267
Monte Brice,original screenplay,tt0036045
Michael Ingrams,script,tt1732072
María del Carmen Martínez Román,screenplay,tt0148086
María del Carmen Martínez Román,story,tt0148086
Emma Bell Clifton,scenario,tt0342255
Norman Taurog,scenario,tt0478641
Ludwig Ganghofer,novel,tt0027833
Joseph Dalman,screenplay,tt0027833
Hunter T. Candelaria,script,tt3063488
Michael Canning,story,tt3063488
Stuart Marsh,story,tt3063488
Sam Szramka,story,tt3063488
Maurice Moiseiwitsch,original story,tt1830698
Horace Shepherd,original story,tt1830698
Yûichi Abe,screenplay,tt1682376
William Winckler,english adaptation,tt1682376
Will Gordh,screenplay,tt1470658
Steve Fisher,screenplay,tt0048741
Carol Queen,commentary,tt1236478
David Steinberg,commentary,tt1236478
Tyler Silvers,screenplay,tt1816017
Tyler Silvers,story,tt1816017
Jesse Miller,story,tt1816017
Farley Mowat,based on the book by,tt0086005
Curtis Hanson,screenplay,tt0086005
Sam Hamm,screenplay,tt0086005
Richard Kletter,screenplay,tt0086005
Charles Martin Smith,narration written by,tt0086005
Eugene Corr,narration written by,tt0086005
Christina Luescher,narration written by,tt0086005
Justin Theroux,screenplay,tt1336608
Chris D'Arienzo,screenplay,tt1336608
Allan Loeb,screenplay,tt1336608
Chris D'Arienzo,musical book,tt1336608
Leo Fong,story,tt1503119
Patrick Johnson,screenwriter,tt1503119
Francesco Giannini,story,tt3218224
Riccardo Marrone,story,tt3218224
Tanya Rembacz,story,tt3218224
Jacques Deval,play,tt3884762
P.G. Wodehouse,play,tt3884762
Valerie Wyngate,play,tt3884762
Ben Hardaway,story,tt0149578
Milt Schaffer,story,tt0149578
Jeff Wayne,script writer,tt1231269
Ryan Konig,screenplay,tt3072592
Matthew Power,concept,tt3072592
Andrew Vinogradsky,story,tt3072592
Barry Schulman,story,tt0095392
Ian Vernon,story,tt1550656
Virginia Beld,story,tt1965180
Arwen Gunter,screenplay,tt3795256
Callum James Thomas,screenplay,tt3795256
Arwen Gunter,story,tt3795256
Maria Schulgin,planning,tt1948080
Art Herbig,story,tt3812388
Peter Kay,created by,tt3409242
Miles Wallerton,play,tt0004898
Earl Hamner Jr.,created by,tt5047776
Lois Weber,scenario,tt0248077
Nana Rebhan,concept,tt1744582
Ari Lehikoinen,screenplay,tt1645079
Juha-Matti Martikainen,screenplay,tt1645079
Kyu-dong Min,screenplay,tt1519644
Hie-chang Kim,novel,tt0364497
Isao Kiriyama,screenplay,tt0399102
Ryûhei Kitamura,screenplay,tt0399102
Wataru Mimura,story,tt0399102
Shogo Tomiyama,story,tt0399102
Sharaz Ali,story,tt3712458
Farhan Khan,story,tt3712458
Sarah Bullion,story,tt3634778
Cecelia Specht,story,tt3634778
Elvira de Boca,additional writer,tt0077581
Leon Garfield,novel,tt0078870
Ken Loach,adapted by,tt0078870
Arthur Hoerl,screenplay,tt0039957
Lewis Clay,screenplay,tt0039957
George H. Plympton,screenplay,tt0039957
John Myers,story,tt1504989
Will Wernick,story,tt1504989
Taijun Takeda,story,tt0060867
Léonce Perret,scenario,tt0201430
Henri Duvernois,based on a play by,tt0201430
Pierre Wolff,based on a play by,tt0201430
Asheesh Kapur,story editor,tt5495268
Yash Srivastava,story,tt5495268
Axel Kielland,play,tt0052886
Charlotte Knight,narration written by,tt0450163
René Cambon,novel,tt0061112
Gilles Grangier,screenplay,tt0061112
Jacques Robert,dialogue,tt0061112
Jacques Robert,screenplay,tt0061112
Homer Brightman,story,tt0236431
Atsuko Mamba,manga,tt4601064
Kiyohito Wada,screenplay,tt4601064
Björn Knechtel,idea,tt1300240
Nico Raschick,idea,tt1300240
Nikolaos,screenplay,tt1439261
Charles Band,story,tt0100438
David Pabian,screenplay,tt0100438
I.A.R. Wylie,novel,tt0138944
Edward José,scenario,tt0005085
Israel Zangwill,novel,tt0005085
Sanford Maine High School Students,story,tt1780773
Andra Eggleston,additional dialogue,tt0389117
Aaron Christian Harms,concept and screenplay,tt0389117
Joel Lee Kulp,concept and screenplay,tt0389117
Jeffrey Reddick,characters,tt1622979
H.M. Walker,titles,tt0012512
Sam Taylor,scenario,tt0012512
Jason Mills,story,tt1490622
Leroy Scott,novel,tt0018611
Harry O. Hoyt,adaptation,tt0018611
Walter Anthony,titles,tt0018611
Edward Bock,story,tt0869957
James Thurber,writings,tt0069483
Reid Drummond,script editor,tt3335210
Matt Gambell,story,tt3335210
Jeffrey Fairbanks,screenplay,tt0122903
Céline Guyot,creator,tt1032842
Martin Guyot,creator,tt1032842
Václav Bedrich,adaptation,tt1344304
Robert McCloskey,book,tt1344304
Tanio Boccia,screenplay,tt0057269
Alberto De Rossi,screenplay,tt0057269
Mario Moroni,screenplay,tt0057269
Mario Moroni,story,tt0057269
Paul Harrison,story,tt3522366
Anita Shreve,novel,tt0210382
Alice Arlen,screenplay,tt0210382
Christopher Kyle,screenplay,tt0210382
Johnny Maroney,story,tt2004212
Barbara Jane Mackle,book,tt0098968
Gene Miller,book,tt0098968
O.R. Keyes,teleplay,tt0098968
Krzysztof Kieslowski,scenario,tt0108394
Krzysztof Piesiewicz,scenario,tt0108394
Agnieszka Holland,scenario collaborator,tt0108394
Edward Zebrowski,scenario collaborator,tt0108394
Slawomir Idziak,scenario collaborator,tt0108394
Eleni Angelopoulos,script,tt1389087
George Gately,created by: Heathcliff,tt0104401
Jean Chalopin,created by: Cats & Co.,tt0104401
Bruno Bianchi,created by: Cats & Co.,tt0104401
Jean Chalopin,developed by,tt0104401
Alan Swayze,developer,tt0104401
Alan Swayze,head writer,tt0104401
Chris Savino,story,tt0293092
Amy Keating Rogers,story,tt0293092
John McIntyre,story,tt0293092
Craig McCracken,story,tt0293092
Paul Rudish,story,tt0293092
Genndy Tartakovsky,story,tt0293092
Genndy Tartakovsky,creator: Dexter's Laboratory,tt0293092
Cub Cole,story,tt0474706
Thomas Gendreau,story,tt2316972
Elizabeth Richards,novel,tt0179801
Channing Pollock,play,tt0006017
William C. de Mille,scenario,tt0006017
Gray G. Haddock,english dialogue,tt0366310
Jubilee Gamaniel,creator,tt4371508
C.J. Cutcliffe-Hyne,story,tt2184305
Irvin Graham,"story ""The Whale Who Wanted to Sing at the Met""",tt0039109
Katsuya Matsumura,screenplay,tt1363361
Daisuke Yamanouchi,screenplay,tt1363361
Gennadiy Tishchenko,screenplay,tt0377359
Antonio Angelelli,collaboration on screenplay,tt0259279
Budd Schulberg,original story,tt3743108
John Baumgartner,story,tt0443530
K. Dayton Mesher,story,tt0443530
Xavier Burgin,story,tt2126230
Felix Adler,titles,tt0016375
Al Giebler,titles,tt0016375
Barry Kolsky,story,tt4219168
Lewis Jacobs,screenplay,tt0240554
Ruth McCaslin,story,tt0240554
Shûji Kataoka,screenplay,tt2891900
Stathis Temberlidis,idea,tt1396997
James Bruce,screenplay,tt1314169
Walter Dean Myers,novel,tt1314169
Daniel Gillies,story,tt1581826
Jack Natteford,original screenplay,tt0035430
Donatello Della Pepa,screenplay,tt2450520
Luca Ruocco,screenplay,tt2450520
Angelo Capasso,screenplay,tt2450520
Giuseppe Capasso,screenplay,tt2450520
Edo Tagliavini,screenplay,tt2450520
Andrea Cavaletto,screenplay,tt2450520
Roberto Giacomelli,story,tt2450520
Wengui Chen,story concept,tt0087097
Dang Lee,story concept,tt0087097
Roxana Andrei,segment,tt3712854
Florin Babei,segment,tt3712854
Cristian Delcea,segment,tt3712854
Andrei Georgescu,segment,tt3712854
Mihai Mincan,segment,tt3712854
Roxana Mocanu,segment,tt3712854
Paul Negoescu,segment,tt3712854
Constantin Radu Vasile,segment,tt3712854
Alessandro Bilotta,screenplay,tt1618450
Iginio Straffi,screenplay,tt1618450
Nick Stagliano,story,tt1565063
Julya Oui,screenplay,tt2203789
Zoe Akins,screen play,tt0025611
Michael Arlen,from a book by,tt0025611
Pascal,story,tt1658021
Doze Niu,screenplay,tt2202471
Li-ting Tseng,screenplay,tt2202471
Wang Qian,screenplay,tt2202471
Kubec Glasmon,story,tt0021673
John Bright,story,tt0021673
David Atkins,story,tt0106307
Emir Kusturica,story,tt0106307
David Atkins,screenplay,tt0106307
Sonya Levien,screenplay,tt0018285
Sonya Levien,story,tt0018285
Nathaniel Buechler,additional material,tt7870592
Andrew Davila,additional material,tt7870592
Sean Pickering,additional material,tt7870592
Daniel Rivas,character,tt7870592
Daren Stanley,additional material,tt7870592
Jorge Grau,screenplay,tt0063070
Jorge Grau,story,tt0063070
Enrique Josa,screenplay,tt0063070
Enrique Josa,story,tt0063070
Otsuichi,based upon the novel,tt1170400
Kenji Bando,screenplay,tt1170400
C. Gardner Sullivan,screenplay,tt0010848
C. Gardner Sullivan,story,tt0010848
Albert J. Meserow,story,tt0026436
Alynore Darlkhart,story,tt0026436
Norman Houston,screenplay,tt0026436
Jefferson Parker,screenplay,tt0026436
Chas Pangburn,concept,tt2420760
Gerald Seymour,novel,tt0204731
Graeme Davidson,story,tt1677575
Seok-hoon Lee,screenplay,tt0907840
Michael Deakin,concept,tt0116510
Chris Fetchko,story,tt3247286
Frederick Opper,comic strip,tt0472810
Michael S. Chernuchin,creator,tt3647386
Augustin Kennady,screenplay,tt1536500
Anthony Rando,screenplay,tt1536500
Robert Schrock,by: New Musical Revue Concieved,tt0928413
Michael Cort,screenplay,tt0065243
Alistair McKenzie,screenplay,tt0065243
Carlos de Navarro,story,tt0812311
Christi Fonfara,screenplay,tt4478324
Maxence Van der Meersch,novel,tt0033193
Louis d'Hee,adaptation,tt0033193
Charles Spaak,dialogue,tt0033193
Emilio Salgari,novel,tt0045255
Midhat al-Adl,screenplay,tt0401529
Alex Greenlee,story,tt2195774
Todd Greenlee,story,tt2195774
Frédéric Dard,French dialogue,tt0053086
Laverne Owens,dialogue: U.S. version,tt0053086
Francisco Pérez-Dolz,screenplay,tt0053086
Francisco Pérez-Dolz,story,tt0053086
Luis S. Póveda,screenplay,tt0053086
Luis S. Póveda,story,tt0053086
José Antonio de la Loma,screenplay,tt0053086
José Antonio de la Loma,story,tt0053086
William Rose,an original story by,tt0049475
William Rose,screenplay,tt0049475
John Eldridge,screenplay,tt0049475
Joel Burrows,by,tt5636736
Alex Goddard,by,tt5636736
Youssef El Sebai,novel,tt0376875
Youssef El Sebai,screenplay,tt0376875
Tino Blanco,screenplay,tt0289438
Mercedes Holgueras,screenplay,tt0289438
Claes Brenman,novels,tt0091962
Gareth Rockliffe,story,tt4494456
Joseph Wambaugh,novel,tt0069806
E. Jack Neuman,teleplay,tt0069806
Jose Javier Reyes,story and screenplay,tt0422852
Anaïs Nin,book,tt0099762
Philip Kaufman,screenplay,tt0099762
Rose Kaufman,screenplay,tt0099762
Lewis Carroll,novel,tt0290406
Clara Beranger,adaptation,tt0017901
Clara Beranger,screenplay,tt0017901
Elmer Harris,"story ""Brothers""",tt0017901
Jade Castro,screenplay,tt2292817
Aloy Adlawan,screenplay,tt2292817
Adam Hochschild,book,tt0455581
J. Edward Hungerford,story,tt0459352
John Logan,story,tt0325710
John Logan,screenplay,tt0325710
Edward Zwick,screenplay,tt0325710
Marshall Herskovitz,screenplay,tt0325710
Seth Chitwood,screenplay,tt4354788
Richard O. Lowry,story,tt0897245
Noëlle Revaz,novel,tt1318034
Azrain Arifin,story,tt3364978
James Edward Grant,screenplay,tt0028761
James Edward Grant,story,tt0028761
Tanner Smith,story,tt1836960
Ken Spears,story,tt1230175
Joe Ruby,story,tt1230175
Andreas Brune,story,tt0484579
Sabine Leipert,story,tt0484579
Julia Neumann,story,tt0484579
Frederick Forsyth,story,tt0100406
Masahiro Kobayashi,screenplay,tt3713524
Eugène Scribe,"based on the French drama: ""La Bataille des Dames""",tt0019815
Ernest Legouve,"based on the French drama: ""La Bataille des Dames""",tt0019815
Richard Schayer,adaptation,tt0019815
Hanns Kräly,scenario,tt0019815
Zelda Sears,dialogue,tt0019815
Norton S. Parker,story,tt0016817
E. Phillips Oppenheim,"story ""Numbers of Death""",tt0025514
Norman Houston,screenplay,tt0025514
Percy Robinson,play,tt0020507
W. Warren Schoene,scenario,tt0272942
Frank Roland Conklin,scenario,tt0428412
LaToya Morgan,story,tt1667462
Darcy Sang,story,tt1667462
Giancarlo Orellana,story,tt1670348
Michael Crichton,characters,tt0163025
Masahiro Hikokubo,script,tt4273562
Satoshi Kuwabara,script,tt4273562
Kazuki Takahashi,creator,tt4273562
Karel Capek,novel,tt0081612
Can Eren,story,tt3282936
Kushal Ruia,creator,tt2677096
Divya Chandel,screenplay,tt2677096
Karl Tunberg,screenplay,tt0050954
W. Somerset Maugham,novel,tt0050954
Frank Juchniewicz,story,tt2094838
William Watson,story,tt0329035
Gordon Francis,story,tt0166004
M.B. Parsons,continuity,tt0166004
Trey Parker,television series South Park,tt0158983
Matt Stone,television series South Park,tt0158983
Roberto Mauri,screenplay,tt0066333
Roberto Mauri,story,tt0066333
Aziz Nesin,story,tt4694222
André Obey,play,tt1664024
John Whiting,translation,tt1664024
D.C. Bowden,screenplay,tt3553622
D.C. Bowden,story,tt3553622
Carrie Brown,story,tt3553622
Bill Dewhurst,story,tt3553622
Marc A. Hutchins,story,tt3553622
Cheng'en Wu,original story,tt4591310
Norton S. Parker,story,tt0218621
Austin McKinley,screenplay,tt1372697
Salvador Raga,story,tt1372697
Charlotte Lim,screenplay,tt1515204
Jonathan Reason,screenplay,tt1366654
Robin Slick,story,tt1366654
Christiane Garnier,story,tt0048187
Yves Ciampi,story,tt0048187
Jacques-Laurent Bost,story,tt0048187
Jean-Charles Tacchella,screenplay,tt0048187
Henri-François Rey,dialogue,tt0048187
George Arthur Durlam,story and screenplay,tt0027488
Eddie Granemann,story and screenplay,tt0027488
William Lively,story and screenplay,tt0027488
Emmanuel Charlet,scenario,tt0457205
Wim Depypere,script,tt0457205
Dirk Desmet,dialogue,tt0457205
Paul Kustermans,story,tt0457205
Gregory Vanhove,scenario,tt0457205
Jackson Waite,main writer,tt0768810
Edwin H. Knopf,an original story by,tt0027189
Edith Fitzgerald,screen play,tt0027189
Christian Robinson,story,tt2962404
Kate Douglas Wiggin,story,tt0168513
Marina de Van,based on an original idea by,tt1075113
Marina de Van,scenario and dialogue,tt1075113
Jacques Akchoti,scenario and dialogue,tt1075113
D.W. Griffith,story,tt0009559
Carl Stearns Clancy,adaptation,tt0014477
William Anthony McGuire,play,tt0014477
Ralph Spence,titles,tt0014477
Edgar Rice Burroughs,"story ""The Lad and The Lion""",tt0027889
Richard Gordon,screenplay,tt0027889
John Williams,screenplay,tt0027889
Valerie Chen,story,tt6384960
Mary H. O'Connor,scenario,tt0006320
Opie Read,novel,tt0006320
Janet Chu,creator,tt1786486
Robert Vernon,story,tt1275499
Phil Lollar,radio series,tt1275499
Steve Harris,radio series,tt1275499
Henry David Thoreau,quotations,tt4062404
Larry Semon,scenario,tt0248291
Tissy Nnachi,screenplay,tt3579214
Tissy Nnachi,story,tt3579214
Maxwell Anderson,play,tt0071773
Alan Paton,novel,tt0071773
Stephen Chow,original story,tt1035733
Stephen Fung,screenplay,tt1035733
Kan-Cheung Tsang,screenplay,tt1035733
Aldo De Benedetti,screenplay,tt0038002
Aldo De Benedetti,story,tt0038002
Alexandra Smothers,story,tt1407956
Mike Wech,story,tt1407956
Julien Duvivier,screenplay,tt0042988
René Lefèvre,adaptation,tt0042988
Julien Duvivier,adaptation,tt0042988
René Lefèvre,dialogue,tt0042988
Henri Jeanson,commentary,tt0042988
James Fritzell,screenplay,tt0058153
Everett Greenbaum,screenplay,tt0058153
David Swift,screenplay,tt0058153
Jack Finney,novel,tt0058153
Jim Wynorski,story,tt1137455
William Langlois,story,tt1137455
Andrew Stevens,story,tt1137455
Fu Lee,screenplay,tt0180166
Jacques Jaccard,scenario,tt0003475
Richard Maibaum,screen play,tt0031547
Gertrude Purcell,screen play,tt0031547
George Bradshaw,story,tt0031547
Price Day,story,tt0031547
Melanie Nakaue,story,tt1763191
Lung Ku,story,tt0082299
René Bonnell,novel,tt0242627
Daniil Kharms,"story ""Pad A Vypadavajici stareny""",tt0206229
Aurel Klimt,screenplay,tt0206229
Aurel Klimt,story,tt0206229
James Oliver Curwood,story,tt0045531
Thomas Javier Castillo,story,tt3608460
Corinne Hofmann,novel,tt0436889
Johannes W. Betz,screenplay,tt0436889
Hermine Huntgeburth,adaptation,tt0436889
Günter Rohrbach,adaptation,tt0436889
Ruth Toma,narrator's script,tt0436889
Hangan Oguri,based on his play,tt1424081
Toshiaki Toyoda,screenplay,tt1424081
Steven Lawson,story,tt1499220
Nick Onsloe,story,tt1499220
Jonathan Sothcott,story,tt1499220
Garry Charles,based on an idea by,tt1499220
Homer Brightman,story,tt0039404
Harry Reeves,story,tt0039404
Ted Sears,story,tt0039404
Lance Nolley,story,tt0039404
Eldon Dedini,story,tt0039404
Tom Oreb,story,tt0039404
Sinclair Lewis,from an original story by,tt0039404
Stephen Tredre,"memoirs ""Beyond Different 1963 - 1997""",tt0364989
Ranjan Bose,story & screenplay,tt0268220
Vrajendra Gaur,dialogue,tt0268220
Salil Sen Gupta,associate writer,tt0268220
Suk-yeon Lee,screenplay,tt1465518
Seol-Rok Ya,novel,tt1465518
Garrett Humbertson,screenplay,tt4009948
Charles Saxby,story,tt0323685
Charles Logue,by,tt0015687
Toddy Burton,story,tt3079018
Ryan Coil,story,tt3079018
Jeffrey Ryan,story,tt3079018
John Rahal Sarrouf,story,tt3079018
Juan Carlos Gené,play,tt0104357
Juan Carlos Gené,screenplay,tt0104357
Alejandro Saderman,adaptation,tt0104357
Bodil Steensen-Leth,novel,tt1276419
Rasmus Heisterberg,screenplay,tt1276419
Nikolaj Arcel,screenplay,tt1276419
Mate Matisic,screenplay,tt4647482
Zrinko Ogresta,screenplay,tt4647482
John Baus,script editor,tt1545546
Sunil Brij Bhan,story,tt1545546
Hector Escobar,screenplay,tt4460424
Frank Powers,concept,tt4460424
Larz Bourne,story,tt0149376
Eli Bauer,story,tt0149376
Monty Oum,creator,tt6022898
Alexandre Dumas,novel,tt0142193
Paul Leadon,screenplay,tt0142193
Alex Nicholas,story synopsis,tt0142193
Ringo Lam,story,tt0305574
