Person,Responsibility,imdbID
Ully Fleischer,screenplay,tt4386386
Michael Pakleppa,story/writer,tt3519178
Paul Kelly,story,tt2925130
Darren Maher,story,tt2925130
Christy Morrison,story,tt2925130
Jenny Noonan,story,tt2925130
Trevor Ormond,story,tt2925130
Yoji Enokido,screenplay,tt0112513
Naoko Takeuchi,author: Kodansha Monthly Nakayoshi,tt0112513
Lisa Lumby-Richards,adaptation,tt0112513
Walter Dallenbach,teleplay,tt0075655
Dalene Young,story,tt0075655
Walter Dallenbach,story,tt0075655
Dalene Young,characters,tt0075655
P.G. Wodehouse,screen play,tt0028757
Ernest Pagano,screen play,tt0028757
S.K. Lauren,screen play,tt0028757
P.G. Wodehouse,from the story by,tt0028757
Abraam Mikhael,story,tt4283068
Clyde Bruckman,original screenplay,tt0164047
C. Gardner Sullivan,scenario,tt0005553
Ki-duk Kim,screenplay,tt2653262
Melanie Case,story,tt2812818
Rhonda Byrne,original concept,tt0846789
Sheila Roberts,based on the book by,tt3889642
K.S. LaBoca,story,tt0363269
Reuben Gonzalez,screenplay,tt0363269
Norman Jolley,story,tt0049897
Richard Bartlett,story,tt0049897
Norman Jolley,screenplay,tt0049897
Maurice Molyneaux,story by,tt1797508
Herbert J. Leder,story and screenplay,tt0060434
Hisao Maki,comic,tt0300482
Hisao Maki,screenplay,tt0300482
Saburô Takemoto,screenplay,tt0300482
Daisy Ashford,story,tt1409139
James Hill,screenplay,tt1409139
Mario Camerini,story,tt0023645
Aldo De Benedetti,story,tt0023645
Ion Luca Caragiale,story,tt0418069
Lillian Ducey,adaptation,tt0012002
Wilbur Hall,story,tt0012002
Zane Grey,story,tt0016676
Lucien Hubbard,adaptation,tt0016676
Yoshitomo Yoshimoto,comic,tt0466359
Hiroshi Okuhara,screenplay,tt0466359
Kôsuke Mukai,screenplay,tt0466359
George Bernard Shaw,play,tt4869204
Jack Stephens,narration,tt0270291
Michael Jaja,screenplay,tt2918556
Peter Del Monte,screenplay,tt0115931
Peter Del Monte,story,tt0115931
Mario Fortunato,story,tt0115931
Tito & Tito,screenplay,tt2355182
Alfred Sutro,play,tt0015165
Edwin Frazee,scenario,tt0205966
Henry Lehrman,scenario,tt0205966
Inés Almirón,segment,tt0456940
Georgina Cisquella,segment,tt0456940
Javier Corcuera,segment,tt0456940
Javier Fesser,segment,tt0456940
Virginia Yagüe,segment,tt0456940
Ana de Prada,segment,tt0456940
Richard Hays,created and written by,tt1753639
Robert Diaz Leroy,created and written by,tt1753639
Michael Abrams,additional dialogue,tt0295186
Michael Abrams,story,tt0295186
Harley Cokeliss,additional dialogue,tt0295186
Harley Cokeliss,story,tt0295186
Hsiao-Yeh,screenplay,tt0083346
Shan-Hsi Ting,screenplay,tt0083346
D.D. Beauchamp,story,tt0042452
Kaven Brown,creator,tt5464834
John Cianetti,screenplay,tt0183414
David A. Prior,screenplay,tt0183414
E.W. Sargent,story,tt1240517
Miguel Zacarías,screenplay,tt0235262
Ian Hecox,based on the characters created by,tt4184878
Anthony Padilla,based on the characters created by,tt4184878
Lenny Britton,screenplay,tt4208412
Lenny Britton,story,tt4208412
Dallas King,screenplay,tt4208412
Bryan Forbes,screenplay,tt0049014
Robin Maugham,screenplay,tt0049014
Robin Maugham,story,tt0049014
Ronald Jeans,play,tt0044225
Harvey F. Thew,adaptation,tt0020826
Harvey F. Thew,screenplay,tt0020826
Jack Townley,story,tt0020826
Alex Litvak,screenplay,tt1509767
Andrew Davies,screenplay,tt1509767
Alexandre Dumas,novel,tt1509767
Christopher Buldoc,story,tt3304678
Andrew Litten,story,tt3304678
Brandon Sadler,story,tt3304678
Jack Kao,story,tt0117151
Jieh-Wen King,story,tt0117151
Ray Cantrell,screenplay,tt0143016
Manny Cardoza,screenplay,tt0143016
Daphne Du Maurier,novel,tt0039479
Terence Young,screenplay,tt0039479
Daphne Du Maurier,screenplay,tt0039479
Francis Crowdy,additional dialogue,tt0039479
Norma Fox Mazer,novel,tt0382373
Mehmet Yazman,script by,tt1622984
Irwin Shaw,screen play,tt0035746
C.S. Forester,story,tt0035746
Susan Murray,story,tt2844488
José Ardévol,story,tt0010041
Sam Hellman,original screenplay,tt0032983
Christoph Clark,creator,tt0273588
Anna-Leena Härkönen,novel,tt2808680
Harvey Pekar,comic book series American Splendor,tt0305206
Joyce Brabner,comic book series Our Cancer Year,tt0305206
Marcus Sakey,based on the novel by,tt1361318
Kelly Masterson,screenplay by,tt1361318
George C. Hull,story,tt0010120
Noboru Iguchi,screenplay,tt0454179
Dan Fitzsimons,story,tt1229764
Albert R. Lagrus,story,tt0083244
Annie Scott,teleplay,tt0083244
Karen Aaker,first screenplay,tt4424534
Virginia Sorensen,book,tt0116921
Joyce Eliason,teleplay,tt0116921
Levi Dean,original screenplay,tt2279387
Jane Webber,story,tt3481592
John Carpenter,characters,tt7364754
Chris R. Notarile,script & story,tt7364754
Maibelle Heikes Justice,story,tt1169267
Abinash Birkam Shah,screenplay,tt2087866
Izumi Todo,creator,tt0498493
Luc Besson,story,tt0190346
Jessica Kaplan,screenplay,tt0190346
Michiel Stroink,novel,tt4121866
Joe Tornatore,original concept and characters,tt2062947
Robert Leon,screenplay,tt2062947
Darrell W. Butler,story,tt2666380
Louise Bush,script development,tt1855593
Stefaan De Wasch,script,tt0465938
Joye Gunter,scenario,tt0465938
Reginald Hudlin,characters,tt0102065
Rusty Cundieff,story,tt0102065
Rusty Cundieff,screenplay,tt0102065
Daryl G. Nickens,screenplay,tt0102065
Justin Huntly McCarthy,play,tt0030265
Sabina Brennan,creator,tt4945592
Saul Dibb,screenplay,tt0900387
Matt Charman,screenplay,tt0900387
Irène Némirovsky,based on the novel by,tt0900387
Raymond Carver,"short story ""So Much Water So Close to Home""",tt0382765
Sidney Green,screenplay,tt0061085
Richard Hills,screenplay,tt0061085
Peter Blackmore,with,tt0061085
Sax Rohmer,story,tt1112864
Leonardo Corbucci,created by,tt4379280
Rumi Jaffery,screenplay & dialogue,tt0476550
Yunus Sajawal,story,tt0476550
Ettore Fecchi,screenplay,tt0203121
Xavier de Montépin,novel,tt0432597
Roald Dahl,story,tt3019418
Shoshana Rae Stark,story,tt3019418
Niall Leonard,screenplay by,tt4465564
E.L. James,based on the novel by,tt4465564
William J. Saunders,story,tt1510987
Fisnik Maxhuni,story,tt5730344
Anna F. Briand,story,tt0010872
Craig Titley,screenplay,tt0814255
Rick Riordan,novel,tt0814255
Rob Caves,story by,tt1206087
Brian S. Matthews,teleplay by,tt1206087
C. Gardner Sullivan,story,tt0806767
Sam Hellman,screenplay,tt0039709
Edward T. Lowe Jr.,story,tt0039709
Bradford Ropes,story,tt0039709
Margaret Buell Wilder,screenplay,tt0039709
Charles Chiodo,story,tt1979370
Edward Chiodo,story,tt1979370
Stephen Chiodo,story,tt1979370
Grant Cramer,screenplay,tt1979370
Grant Cramer,story,tt1979370
Evan Daugherty,screenplay,tt1735898
John Lee Hancock,screenplay,tt1735898
Hossein Amini,screenplay,tt1735898
Evan Daugherty,screen story,tt1735898
James Harrison,story,tt3033940
Sabina Brennan,creator,tt4946530
David D. Green,story,tt2607820
Eric Tripp,story,tt2607820
Chris McDaniel,screenplay,tt5588078
Craig Whedon,screenplay,tt5588078
Cole Corey,story,tt2004431
David Rocchio,story,tt1740696
James Siler,creator,tt1414268
Nathan Frizzell,story,tt2543568
Jeremy Glazer,story,tt2543568
Tammy Minoff,story,tt2543568
Nanea Miyata,story,tt2543568
Brittany Morrison,story,tt2543568
Arthur Gregor,play,tt0024760
Frances Hyland,screen play,tt0031149
Albert Ray,screen play,tt0031149
Robert E. Kent,screen play,tt0031149
Philip Wylie,"original story ""Death Makes a Decree""",tt0031149
Earl Derr Biggers,"based on: the character ""Charlie Chan"" created by",tt0031149
E.P. Thorne,novel,tt0033161
Alejandro Agresti,screenplay,tt0247887
Pedro Mairal,novel,tt0247887
William Watson,screenplay,tt0327772
William Watson,story,tt0327772
John Huston,screen adaptation,tt0026536
H.F. Maltby,dialogue,tt0026536
Yves Mirande,play,tt0026536
Katherine Strueby,screen adaptation,tt0026536
Gay Walch,story,tt0263817
Richard Leder,story,tt0263817
Richard Leder,teleplay,tt0263817
Cash Markman,concept,tt0458897
Bruno Weil,novel,tt0020843
Dane Batty,book,tt4151446
Anthony Curcio,book,tt4151446
Alex Shelby,screenplay,tt4151446
Matt Granger,creator,tt1754605
Mikey Granger,creator,tt1754605
Wolfgang Rademann,concept,tt5449262
Will Hutchison,story,tt4865264
Lewis Chesler,story,tt4065316
Fariba Cain,story,tt4065316
Joey Silvera,developed by,tt4109906
Guelfo Civinini,libretto,tt2270468
Carlo Zangarini,libretto,tt2270468
David Belasco,after,tt2270468
Yuen Chor,screenplay,tt0080512
Yu Chu,story,tt0080512
Joseph Khouri,story,tt1369816
Paul McCusker,screenplay,tt2433040
Stephen Kendrick,with,tt2433040
Brennan Smith,with,tt2433040
Aaron Burns,story,tt2433040
Chad Burns,story,tt2433040
Aria Yagobi,story,tt3738962
Vukota Brajovic,story,tt1191971
Milan Konjevic,screenplay,tt1191971
Milan Todorovic,story,tt1191971
Heidi Köngäs,by,tt2332673
Erkki Pohjanheimo,by,tt2332673
Hans Christian Andersen,fairy tale,tt0044414
Paul Grimault,screenplay,tt0044414
Jacques Prévert,screenplay,tt0044414
Lewis Allen Browne,screenplay,tt0013763
Lewis Allen Browne,story,tt0013763
Alan Crosland,screenplay,tt0013763
Alan Crosland,story,tt0013763
Jorge Tur Moltó,screenplay,tt1538471
Mayra Ortiz Nieves,screenplay,tt1538471
Adolfo Estrada Vargas,screenplay,tt1538471
Rodrigo Nascimento,screenplay,tt1538471
Fanny Hatton,story,tt0015362
Frederic Hatton,story,tt0015362
Laura J. Forth,story,tt5249544
Hamilton MacFadden,screenplay,tt0318261
Homer McCoy,prologue,tt0219592
H.R. Spring,dialogue,tt0272063
Scott Kalvert,creator,tt0768800
Billy Peake,story,tt2340228
Robert Pirosh,screenplay,tt0048118
Jerry Davis,screenplay,tt0048118
Phoebe Ephron,story,tt0048118
Henry Ephron,story,tt0048118
Allan Dwan,scenario,tt1192013
Xu Xu,novel,tt0349447
Florence Gilardo,additional dialogue,tt0117369
Margaret Larkin,titles,tt0455674
Sean O'Connor,consultant writer,tt1924211
Joe Wagner,consultant writer,tt1924211
David Auburn,screenplay,tt0410297
Eun-Jeong Kim,"motion picture ""Siworae""",tt0410297
Ji-na Yeo,"motion picture ""Siworae""",tt0410297
Herbert E. Morgan,story,tt0002389
Margit Mantical,story,tt0043830
Howard J. Green,screenplay,tt0043830
Brown Holmes,screenplay,tt0043830
Pamela Beall,book,tt0096428
Susan Hagen Nipp,book,tt0096428
Susan Hagen Nipp,original story,tt0096428
Pamela Beall,original story,tt0096428
George Terwilliger,story,tt0434584
Taylor Huddleson,story,tt3658572
Mohammed Amer,all comedy material written by,tt1285252
Preacher Moss,all comedy material written by,tt1285252
Azhar Usman,all comedy material written by,tt1285252
Frances Wood,story,tt0487154
Pierre Frondaie,play,tt0013452
Michael Pierro,story,tt1504233
Óscar Soria,dialogue,tt0065228
Ari Dassa,story,tt3095114
Paule de Beaumont,adaptation,tt0358735
Henry James,novel,tt0358735
Jean Kerchbron,adaptation,tt0358735
Richard Zachary,screenplay,tt0062973
Russ Meyer,original story,tt0062973
Scot Bowman,draft,tt0153507
Harvey Gates,scenario,tt0376002
George H. Plympton,story,tt0376002
Tom Browne,cartoon,tt0279514
Cal Howard,story,tt0033745
Eiichiro Oda,comic,tt1003286
Michael Maltese,story,tt0045962
Jeremy Beiler,additional material,tt6115408
Jarrett Grode,additional material,tt6115408
Ben Joseph,additional material,tt6115408
Jesse Joyce,additional material,tt6115408
Craig Rowin,additional material,tt6115408
Keita Genji,novel,tt0362240
Toshirô Ide,screenplay,tt0362240
Kajirô Yamamoto,screenplay,tt0362240
Storycorps Storycorps,story,tt4456906
Maxwell Atoms,story,tt1000070
Maxwell Atoms,creator: Billy & Mandy,tt1000070
Mark Nathan Willetts,story,tt3598414
Hal Forrest,adapted from famous newspaper cartoon,tt0026435
Raymond Cannon,screenplay,tt0026435
Ella O'Neill,screenplay,tt0026435
Basil Dickey,screenplay,tt0026435
Robert Hershon,screenplay,tt0026435
George H. Plympton,screenplay,tt0026435
Vaya Danielidou,screenplay,tt1073677
Alfred Karrasch,novel,tt0245895
Basil Dickey,story and screenplay,tt0028712
Wes Tarca,screenplay,tt1326747
Fernand Crommelynck,adaptation,tt0159635
Harry Grey,novel,tt0087843
Leonardo Benvenuti,screenplay,tt0087843
Piero De Bernardi,screenplay,tt0087843
Enrico Medioli,screenplay,tt0087843
Franco Arcalli,screenplay,tt0087843
Franco Ferrini,screenplay,tt0087843
Sergio Leone,screenplay,tt0087843
Stuart Kaminsky,additional dialogue,tt0087843
Gaylord Parsons,screenplay,tt1754791
Isaac Bashevis Singer,novel,tt0097276
Roger L. Simon,screenplay,tt0097276
Paul Mazursky,screenplay,tt0097276
Hans Richter,story,tt0039340
David Vern,story,tt0039340
Hans Rehfisch,story,tt0039340
Joseph Freeman,story,tt0039340
Norton S. Parker,story,tt0028746
Mike Manasewitsch,creator,tt3014020
Myke Chilian,creator,tt3014020
Deanna Rooney,creator,tt3014020
James Atkinson,creator,tt3014020
Chris Fry,screenplay,tt0095447
Kuang Ni,screenplay,tt0070200
Barry Perowne,original story,tt0039197
Martin Goldsmith,screenplay,tt0039197
Eng Wei Ng,story,tt4399292
Lee Loeb,story,tt0029053
Harold Buchman,story,tt0029053
Lee Loeb,screenplay,tt0029053
Harold Buchman,screenplay,tt0029053
Edwin,story,tt0413450
Ilkka Uimonen,story,tt4103384
Neale Donald Walsch,books,tt0489682
Alonso Mayo,screenplay,tt0443558
Edmundo Paz-Soldán,story,tt0443558
Tony Behringer,story,tt5847728
Anya Corvin,German dialogue,tt0063977
Milo G. Cuccia,screenplay,tt0063977
Milo G. Cuccia,story,tt0063977
Carlo Fadda,screenplay,tt0063977
Carlo Fadda,story,tt0063977
Jesús Franco,screenplay,tt0063977
Jesús Franco,story,tt0063977
Javier Péres Grober,screenplay,tt0063977
Harry Alan Towers,English dialogue,tt0063977
Ornella Zanelli,Italian dialogue,tt0063977
Harold Medford,screen play,tt0040155
Curt Siodmak,story,tt0040155
Brian Clemens,original story,tt0065398
Terry Nation,original story,tt0065398
Brian Clemens,screenplay,tt0065398
Terry Nation,screenplay,tt0065398
Lyndell Higgins,creator,tt4738546
Al Boasberg,screen play,tt0020425
Delmer Daves,screen play,tt0020425
Joseph Farnham,dialogue,tt0020425
Al Boasberg,dialogue,tt0020425
Mark Medoff,screenplay,tt0080129
Mark Medoff,play,tt0080129
Neil Gardiner,idea,tt0463873
Larz Bourne,story,tt0146788
Jordan Funderburk,story,tt2072303
Morten Pape,screenplay,tt3642332
Gavriil Tzafkas,screenplay,tt3642332
Ashley Miller,scenario,tt0214797
René Manzor,scenario,tt0308595
Pierre Kubel,original idea,tt0308595
René Manzor,dialogue,tt0308595
Mie Andreasen,idea,tt0488059
Søren Frellesen,dialogue,tt0488059
Philip LaZebnik,screenplay,tt0488059
Jakob Vølver,idea,tt0488059
James Alexandrou,segment,tt4117236
Mark Devenport,segment,tt4117236
Evrim Ersoy,segment,tt4117236
David Graham,segment,tt4117236
Fredrik S. Hana,segment,tt4117236
Jonathan Scott Higgins,segment,tt4117236
Marius Lunde,segment,tt4117236
James Moran,segment,tt4117236
Johann Myers,segment,tt4117236
K Pervaiz,segment,tt4117236
Jerónimo Rocha,segment,tt4117236
Mike Tack,segment,tt4117236
Owen Tooth,segment,tt4117236
David Newman,story,tt0089961
Leslie Newman,story,tt0089961
David Newman,screenplay,tt0089961
Julian La Mothe,scenario,tt0008492
Jere F. Looney,story,tt0008492
Friedrich Dürrenmatt,novel,tt0061682
Friedrich Dürrenmatt,screenplay,tt0061682
Konstandino Kalarytis,story,tt3556394
Louis Reeves Harrison,scenario,tt0004586
James A. Herne,play,tt0004586
Augustus E. Thomas,scenario,tt0004586
Michael Laimo,based upon story by,tt1553267
Joseph Michael Chopin,story,tt3822894
Bram Stoker,book,tt2075356
Seth Blaustein,story,tt1523321
Jack Rose,screenplay,tt0042382
Melville Shavelson,screenplay,tt0042382
Peter Milne,screenplay,tt0042382
Jack Rose,story,tt0042382
Melville Shavelson,story,tt0042382
Meredith M. Nicholson,novel,tt0014746
Cindy Tang,screenwriter,tt1935067
W.F. Smith,story,tt1216284
Utpal Choudhury,story,tt1590793
Cosmo Hamilton,story,tt0013538
Arthur T. Horman,original screenplay,tt0034646
Robert Kemp,play,tt1673511
Christy Cabanne,story,tt0039533
Bennett Cohen,screenplay,tt0039533
Gilbert Roland,additional dialogue,tt0039533
O. Henry,character,tt0039533
Michael Valbeck,book,tt0178312
Anton Chekhov,story,tt1385671
Olya Kenney,script,tt1385671
Jean Genet,play,tt0128966
Jean Genet,screenplay,tt0128966
Doraldina,story,tt0012861
Elmer J. McGovern,titles,tt0012861
William Valtos,novel,tt0109086
Hisako Fujihira,screenplay,tt1142443
Hitoshi Ishikawa,screenplay,tt1142443
Kaustav Sinha,characters,tt6293860
Kaustav Sinha,creator,tt6293860
Kaustav Sinha,story idea,tt6293860
Michael Taylor,creator,tt1704292
David Eick,creator,tt1704292
Michael Taylor,teleplay,tt1704292
David Eick,story,tt1704292
Bradley Thompson,story,tt1704292
David Weddle,story,tt1704292
Glen A. Larson,"creator: ""Battlestar Galactica""",tt1704292
Elma Dangerfield,story,tt0168142
Gary Van Haas,original screenplay and story,tt1598436
Bob Slusarczyk,creator,tt1337164
Dudley Sturrock,play,tt0028071
Noel Scott,play,tt0028071
Dudley Leslie,screen play,tt0028071
Marjorie Deans,screen play,tt0028071
Denis Johnston,screen play,tt0028071
Paul Fleischman,based on the novel by,tt0216746
Robert LoCash,screenplay,tt0216746
Andrew Lane,screenplay,tt0216746
Pen Medina,screenplay,tt0417893
Marcel Achard,"story ""Gribouille""",tt0028959
Marcel Achard,dialogue,tt0028959
Jan Lustig,adaptation,tt0028959
Samati Boonchitsitsak,story,tt3791282
John Irving,novel,tt0084917
Steve Tesich,screenplay,tt0084917
Samuel Harvey,story,tt3114398
Lorna Pitman,story,tt3114398
Frederick Reel Jr.,scenario,tt0243850
Homer,"epic poem ""The Odyssey""",tt0190590
Sonya Fatah,story,tt4200142
Gladys Kingsbury,story,tt0474058
Philippe Andrieu,story by,tt0455142
Bénédicte Galup,story by,tt0455142
Marine Locatelli,story by,tt0455142
Michel Ocelot,dialogue,tt0455142
Michel Ocelot,screenplay,tt0455142
Michel Ocelot,story by,tt0455142
Seika Mayama,novel,tt0028391
Cristhian Andrews,story,tt5128376
David Widdicombe,comedy,tt0814301
Cloyd Robinson,story,tt2207441
Leroy Salvador,story,tt2207441
Ray Harris,screenplay,tt0025966
Alden Nash,play,tt0025966
Thomas Nash Monson,story,tt3158728
Cine Escuela Students,collaborating writer,tt0881945
Damarys Colon,collaborating writer,tt0881945
Edwin Reyes,screenplay,tt0881945
Stephen Sander,story,tt2361624
Bessie Boniel,story,tt0004054
William H. Lippert,story,tt0327029
George Ravenscroft,screenplay,tt1542471
Josh Rabalais,story,tt6289070
Rossella De Venuto,screenplay,tt2136847
Rossella De Venuto,story,tt2136847
Clyde Bruckman,screenplay,tt0032496
Charles L. Kimball,story,tt0032496
Henry De Vere Stacpoole,novel,tt0011950
Magda,idea by,tt2958234
Anne Randall,screenplay,tt0082802
Cecil Howard,conceived by,tt0082802
Lewis Seiler,story,tt0977846
Roger Spottiswoode,characters,tt0099044
Walter Hill,characters,tt0099044
Larry Gross,characters,tt0099044
Steven E. de Souza,characters,tt0099044
Eddie Murphy,story,tt0099044
John Fasano,screenplay,tt0099044
Jeb Stuart,screenplay,tt0099044
Larry Gross,screenplay,tt0099044
Victoria Forde,scenario,tt0007554
Leigh Scott,screenplay,tt1328910
Rajat Arora,dialogue,tt1091229
Bohemia,lyrics,tt1091229
Kailash Kher,lyrics,tt1091229
Goodman Ace,head writer,tt1267414
Adrian Michael,story,tt1719700
Charles Wood,narrative script,tt4972370
Charles Dickens,short story,tt0068373
William Pigott,scenario,tt0005325
Charles E. van Loan,story,tt0005325
Stepán Skalský,screenplay,tt0232916
Jirí Hanibal,screenplay,tt0232916
Jirí Hanibal,story,tt0232916
Vera Kalábová,screenplay,tt0232916
Jirí Marek,screenplay,tt0232916
Gerald N. Lund,novel,tt0460611
Matt Whitaker,screenplay,tt0460611
Andrew Brenner,segment,tt3068252
Laura Beaumont,segment,tt3068252
Paul Larson,segment,tt3068252
Alan Hescott,segment,tt3068252
Wilbert Awdry,segment,tt3068252
Britt Allcroft,creator,tt3068252
Alex Gibney,screenplay,tt1235790
Alison Ellwood,screenplay,tt1235790
Ken Kesey,words and recordings,tt1235790
Ken Kesey,based on the works of,tt1235790
Kyôko Godai,screenplay,tt4148418
Richard Murphy,screenplay,tt0046808
Philip Yordan,story,tt0046808
Glenn Miller,story,tt5139798
J. Adam Brown,story,tt5757640
Lee Child,"based on the book ""One Shot"" by",tt0790724
Christopher McQuarrie,written for the screen by,tt0790724
Jonathan Demme,screenplay,tt0066771
Joe Viola,screenplay,tt0066771
Clint Regehr,story,tt3345156
Clarence Upson Young,story,tt0030350
John Twist,screenplay,tt0030350
Clarence Upson Young,screenplay,tt0030350
Joseph Conrad,novel,tt0028288
Hans Wilhelm,adaptation,tt0028288
Jan Lustig,adaptation,tt0028288
Jacques Viot,dialogue,tt0028288
Fethi Bendida,story,tt4152236
Odile Barski,scenario,tt0164368
Claude Chabrol,scenario,tt0164368
Odile Barski,dialogue,tt0164368
Claude Chabrol,dialogue,tt0164368
Scott Coykendall,screenplay,tt1634832
Scott Coykendall,story,tt1634832
David W. Chase,story,tt3887210
Corey Fischer,story,tt3887210
Benjamin Galland,story,tt3887210
Jack Rose,screenplay,tt0045102
Melville Shavelson,screenplay,tt0045102
Anna Perrot Rose,book,tt0045102
Gabriel Rotello,screenplay,tt0330734
William J. Mann,book,tt0330734
Jon Vitti,characters,tt6095472
Rob Bloemkolk,scenario,tt2705098
Sophie van Winden,scenarist,tt2705098
Johnny B. Dunn,screenplay,tt1385502
Dick Gross,story,tt0196843
Gabriel Schmidt,story,tt2364633
William Wolffe,story,tt1672238
Jacopo Armani,story,tt1132435
Jean Léon,dialogue,tt0106570
António de Macedo,dialogue,tt0106570
António de Macedo,script,tt0106570
George Saunders,screenplay,tt0104888
John Bryant Hedberg,screenplay,tt0104888
Jeffrey D. Johnson,screenplay,tt3335948
Neal Gabler,book,tt0141163
Tom Parkinson,by,tt0068489
Mike Raven,by,tt0068489
Montague Haltrecht,additional dialogue,tt0068489
Doris Miles Disney,novel,tt0041925
Kennie Combs Jr.,original screenplay,tt3568170
Chase Dudley,original idea,tt3568170
Jason Eason,dialogue,tt3568170
Jonathan Jones,screenplay,tt3568170
Tabatha Pack,contributing writer,tt3568170
Roxane Prygoda,script editor,tt3568170
Lutz Lemke,story,tt0281957
David Svoboda,story,tt0281957
Lutz Lemke,screenplay,tt0281957
W.A. Tremayne,story,tt0433179
Syrene Bartolome,story,tt3827876
Margaret Drabble,screenplay,tt0065085
Margaret Drabble,"from her novel ""The Millstone""",tt0065085
Carmesina Franch,screenplay,tt5495694
Ernest Sorrentino,screenplay,tt5495694
Hasan Minhaj,story,tt5876722
Carsten Kottmann,creator,tt1722438
Richard Neely,novel,tt0073169
Claude Chabrol,adaptation,tt0073169
Mikael de Albuquerque,story,tt5630122
Adam Boxley,story,tt5108840
John Kricfalusi,story,tt0448204
Bob Camp,story,tt0448204
Jim Smith,story,tt0448204
Charlotte Kerr,concept,tt1450631
Vahé Katcha,story,tt2281483
Richard Cranor,created by,tt3973814
Richard Cranor,story,tt3973814
William Watson,story,tt0328638
Chuck E Powers,script,tt5233278
George C. Patterson,story,tt0004554
Bernard Edelman,book,tt0085412
Arthur Laurents,play,tt0041481
Ted Willis,screenplay,tt0052417
Louis B. Gardner,story,tt0233860
Henry de Brisay,scenario,tt0160606
Fenn Troller,translation,tt3017414
Marwan Hussein,story,tt3186192
Amber Levinson,story,tt1098207
Grace Cunard,scenario,tt0013225
Didier Lejeune,adaptation,tt0246717
Eric Taraud,adaptation,tt0246717
Czenzi Ormonde,screenplay,tt0052527
Dick Shaw,story,tt0052527
Dick Kinney,story,tt0052527
Leo Salkin,story,tt0052527
Pete Burness,story,tt0052527
Lew Keller,story,tt0052527
Ed Nofziger,story,tt0052527
Ted Allan,story,tt0052527
Margaret Schneider,story,tt0052527
Paul Schneider,story,tt0052527
Jason Krieger,screenplay,tt0846033
Jason Krieger,story,tt0846033
Maïwenn,screenplay,tt1661420
Emmanuelle Bercot,screenplay,tt1661420
Malcolm Stuart Boylan,screenplay,tt0039390
Al Martin,based on characters created by,tt0039390
George Ade,story,tt0003909
Olle Häger,a program by,tt0297718
Hans Villius,a program by,tt0297718
William Dever,story,tt1639403
Carl Salminen,screenplay,tt1639403
Jim Wynorski,screenplay,tt1639403
Pete Harper,story,tt3727746
Emily Pollacchi,story,tt3727746
Chris Purnell,story,tt3727746
Joletta Boghosian,script consultant,tt1813308
Primo Zeglio,story,tt0059625
Manuel Marcello De Caso,screenplay,tt0059625
Federico De Urrutia,screenplay,tt0059625
Marcello Fondato,screenplay,tt0059625
Primo Zeglio,screenplay,tt0059625
Christopher W. Bailey,story,tt3053362
Dana Newell,story,tt3053362
Chandan Prithiani,head writer,tt2090445
Ji-Shang Lu,screenplay,tt2153206
H.P. Lovecraft,inspired by,tt5241988
Zurab Match,head writer,tt4287358
Tom Mix,story,tt0005806
Gary Scott Thompson,based on characters created by,tt4630562
Karel Capek,story,tt0817961
Dick Hatton,screenplay,tt0132981
Dick Hatton,story,tt0132981
Leonard Wheeler,screenplay,tt0132981
Leonard Wheeler,story,tt0132981
Adriel Jimenez,story,tt3575168
Jessica Way,story,tt3439196
Ramón Obón,story and adaptation,tt0051682
Dimitris Koromilas,play,tt0229963
John Briley,screenplay,tt0056931
John Wyndham,novel,tt0056931
Elizabeth Addeyman,play,tt0049731
Ron Kurz,characters,tt2563494
Victor Miller,characters,tt2563494
David Gardner,novel,tt1972793
David Howard,script,tt1972793
Po Sheng Lu,screenplay,tt0079888
Gekidan Hitori,based on the novel by,tt3090326
Gekidan Hitori,screenplay,tt3090326
Travis Campbell,screenplay,tt3039472
Derek Dressler,screenplay,tt3039472
Lloyd Kaufman,screenplay,tt3039472
Gabriel Friedman,screenplay,tt3039472
Doug Sakmann,additional material written by,tt3039472
Aidan Moffat,narration by,tt5068628
Scott Spencer,novel,tt0127349
Robert Dillon,screenplay,tt0127349
Robert W. Service,poem,tt0083766
Cécil Saint-Laurent,"based on the novel by: ""La vie extraordinaire de Lola Montès""",tt0048308
Max Ophüls,scenario,tt0048308
Annette Wademant,adaptation,tt0048308
Max Ophüls,adaptation,tt0048308
Jacques Natanson,dialogue,tt0048308
Baillie Reynolds,novel,tt0145936
James Young,scenario,tt0145936
Richard L. Fox,segment,tt2005404
Stephen A. Maier,segment,tt2005404
Kevin G. Nunan,segment,tt2005404
Erasmo Parra,story,tt7161606
Jacqueline Morris,story,tt4157300
Jasmin Saidi-Kuehnert,story,tt2421762
Lois Zellner,story,tt0009931
Andy Dougan,book,tt0437856
Phillips Smalley,scenario,tt0249205
Lois Weber,scenario,tt0249205
Monica Dickens,novel,tt0036095
Charles Nelson,additional dialogue,tt0036095
Roland Pertwee,additional dialogue,tt0036095
Shawn Chiesa,story,tt3990966
Kenneth Earl,story,tt0027913
P.J. Wolfson,screenplay,tt0027913
Philip G. Epstein,screenplay,tt0027913
Oliver Drake,original story,tt0027086
Oliver Drake,screenplay,tt0027086
Jean Cayrol,scenario and dialogue,tt0057336
Carol Barratt,libretto,tt4451540
Michael Solinsky,german dialogue,tt4451540
Rex Taylor,story,tt0009378
